//First Small Instance: 
Params = <10,5,8,5,2>;
Workers = { 
<1,2>,
<2,2>,
<3,2>,
<4,2>,
<5,3>
};
Ops = { 
<1,1,1>,
<2,1,2>,
<3,1,3>,
<4,1,4>,
<5,1,5>,
<6,1,6>,
<7,1,7>,
<8,1,8>,
<12,1,9>,
<14,1,10>,
<15,1,11>,
<16,2,1>,
<17,2,2>,
<18,2,3>,
<19,2,4>,
<20,2,5>,
<21,2,6>,
<23,2,7>,
<26,2,8>,
<28,2,9>,
<30,2,10>,
<31,3,1>,
<32,3,2>,
<33,3,3>,
<34,3,4>,
<35,3,5>,
<36,3,6>,
<41,3,7>,
<42,3,8>,
<44,3,9>,
<46,4,1>,
<47,4,2>,
<48,4,3>,
<49,4,4>,
<50,4,5>,
<51,4,6>,
<55,4,7>,
<56,4,8>,
<57,4,9>,
<58,4,10>,
<59,4,11>,
<61,5,1>,
<62,5,2>,
<63,5,3>,
<64,5,4>,
<65,5,5>,
<66,5,6>,
<69,5,7>,
<72,5,8>,
<73,5,9>,
<74,5,10>,
<75,5,11>,
<76,6,1>,
<77,6,2>,
<78,6,3>,
<79,6,4>,
<80,6,5>,
<81,6,6>,
<84,6,7>,
<88,6,8>,
<90,6,9>,
<91,7,1>,
<92,7,2>,
<93,7,3>,
<94,7,4>,
<95,7,5>,
<96,7,6>,
<97,7,7>,
<101,7,8>,
<103,7,9>,
<104,7,10>,
<105,7,11>,
<106,8,1>,
<107,8,2>,
<108,8,3>,
<109,8,4>,
<110,8,5>,
<111,8,6>,
<113,8,7>,
<114,8,8>,
<116,8,9>,
<118,8,10>,
<121,9,1>,
<122,9,2>,
<123,9,3>,
<124,9,4>,
<125,9,5>,
<126,9,6>,
<128,9,7>,
<131,9,8>,
<133,9,9>,
<134,9,10>,
<136,10,1>,
<137,10,2>,
<138,10,3>,
<139,10,4>,
<140,10,5>,
<141,10,6>,
<143,10,7>,
<146,10,8>,
<148,10,9>,
<149,10,10>,
<150,10,11>
 };
