//First Small Instance: 
Params = <19,8,13,8,2>;
Workers = { 
<1,3>,
<2,5>,
<3,3>,
<4,4>,
<5,5>,
<6,2>,
<7,4>,
<8,5>
};
Ops = { 
<1,1,1>,
<2,1,2>,
<3,1,3>,
<4,1,4>,
<5,1,5>,
<6,1,6>,
<7,1,7>,
<8,1,8>,
<9,1,9>,
<14,1,10>,
<15,1,11>,
<20,1,12>,
<21,1,13>,
<23,1,14>,
<25,2,1>,
<26,2,2>,
<27,2,3>,
<28,2,4>,
<29,2,5>,
<30,2,6>,
<31,2,7>,
<32,2,8>,
<33,2,9>,
<34,2,10>,
<35,2,11>,
<36,2,12>,
<37,2,13>,
<38,2,14>,
<39,2,15>,
<40,2,16>,
<41,2,17>,
<43,2,18>,
<46,2,19>,
<49,3,1>,
<50,3,2>,
<51,3,3>,
<52,3,4>,
<53,3,5>,
<54,3,6>,
<55,3,7>,
<56,3,8>,
<57,3,9>,
<59,3,10>,
<64,3,11>,
<65,3,12>,
<66,3,13>,
<69,3,14>,
<70,3,15>,
<71,3,16>,
<73,4,1>,
<74,4,2>,
<75,4,3>,
<76,4,4>,
<77,4,5>,
<78,4,6>,
<79,4,7>,
<80,4,8>,
<81,4,9>,
<83,4,10>,
<87,4,11>,
<91,4,12>,
<97,5,1>,
<98,5,2>,
<99,5,3>,
<100,5,4>,
<101,5,5>,
<102,5,6>,
<103,5,7>,
<104,5,8>,
<105,5,9>,
<107,5,10>,
<108,5,11>,
<110,5,12>,
<112,5,13>,
<115,5,14>,
<120,5,15>,
<121,6,1>,
<122,6,2>,
<123,6,3>,
<124,6,4>,
<125,6,5>,
<126,6,6>,
<127,6,7>,
<128,6,8>,
<129,6,9>,
<130,6,10>,
<134,6,11>,
<135,6,12>,
<141,6,13>,
<145,7,1>,
<146,7,2>,
<147,7,3>,
<148,7,4>,
<149,7,5>,
<150,7,6>,
<151,7,7>,
<152,7,8>,
<153,7,9>,
<154,7,10>,
<160,7,11>,
<161,7,12>,
