//First Small Instance: 
Params = <18,7,13,8,1>;
Workers = { 
<1,3>,
<2,2>,
<3,2>,
<4,5>,
<5,4>,
<6,4>,
<7,1>,
<8,4>
};
Ops = { 
<1,1,1>,
<2,1,2>,
<3,1,3>,
<4,1,4>,
<5,1,5>,
<6,1,6>,
<7,1,7>,
<8,1,8>,
<9,1,9>,
<11,1,10>,
<15,2,1>,
<16,2,2>,
<17,2,3>,
<18,2,4>,
<19,2,5>,
<20,2,6>,
<21,2,7>,
<22,2,8>,
<25,2,9>,
<26,2,10>,
<29,3,1>,
<30,3,2>,
<31,3,3>,
<32,3,4>,
<33,3,5>,
<34,3,6>,
<35,3,7>,
<36,3,8>,
<38,3,9>,
<41,3,10>,
<42,3,11>,
<43,4,1>,
<44,4,2>,
<45,4,3>,
<46,4,4>,
<47,4,5>,
<48,4,6>,
<49,4,7>,
<50,4,8>,
<51,4,9>,
<54,4,10>,
<56,4,11>,
<57,5,1>,
<58,5,2>,
<59,5,3>,
<60,5,4>,
<61,5,5>,
<62,5,6>,
<63,5,7>,
<64,5,8>,
<68,5,9>,
<69,5,10>,
<70,5,11>,
<71,6,1>,
<72,6,2>,
<73,6,3>,
<74,6,4>,
<75,6,5>,
<76,6,6>,
<77,6,7>,
<78,6,8>,
<79,6,9>,
<81,6,10>,
<84,6,11>,
<85,7,1>,
<86,7,2>,
<87,7,3>,
<88,7,4>,
<89,7,5>,
<90,7,6>,
<91,7,7>,
<92,7,8>,
<94,7,9>,
<95,7,10>,
<99,8,1>,
<100,8,2>,
<101,8,3>,
<102,8,4>,
<103,8,5>,
<104,8,6>,
<105,8,7>,
<106,8,8>,
<107,8,9>,
<108,8,10>,
<110,8,11>,
<111,8,12>,
<112,8,13>,
<113,9,1>,
<114,9,2>,
<115,9,3>,
<116,9,4>,
<117,9,5>,
<118,9,6>,
<119,9,7>,
<120,9,8>,
<123,9,9>,
<127,10,1>,
<128,10,2>,
<129,10,3>,
<130,10,4>,
<131,10,5>,
