//First Small Instance: 
Params = <12,5,9,6,1>;
Workers = { 
<1,3>,
<2,3>,
<3,3>,
<4,2>,
<5,1>,
<6,2>
};
Ops = { 
<1,1,1>,
<2,1,2>,
<3,1,3>,
<4,1,4>,
<5,1,5>,
<6,1,6>,
<8,1,7>,
<11,2,1>,
<12,2,2>,
<13,2,3>,
<14,2,4>,
<15,2,5>,
<16,2,6>,
<17,2,7>,
<19,2,8>,
<20,2,9>,
<21,3,1>,
<22,3,2>,
<23,3,3>,
<24,3,4>,
<25,3,5>,
<26,3,6>,
<29,3,7>,
<31,4,1>,
<32,4,2>,
<33,4,3>,
<34,4,4>,
<35,4,5>,
<36,4,6>,
<37,4,7>,
<41,5,1>,
<42,5,2>,
<43,5,3>,
<44,5,4>,
<45,5,5>,
<46,5,6>,
<50,5,7>,
<51,6,1>,
<52,6,2>,
<53,6,3>,
<54,6,4>,
<55,6,5>,
<56,6,6>,
<60,6,7>,
<61,7,1>,
<62,7,2>,
<63,7,3>,
<64,7,4>,
<65,7,5>,
<66,7,6>,
<67,7,7>,
<69,7,8>,
<70,7,9>,
<71,8,1>,
<72,8,2>,
<73,8,3>,
<74,8,4>,
<75,8,5>,
<76,8,6>,
<77,8,7>,
<79,8,8>,
<80,8,9>,
<81,9,1>,
<82,9,2>,
<83,9,3>,
<84,9,4>,
<85,9,5>,
<86,9,6>,
<87,9,7>,
<88,9,8>,
<90,9,9>,
<91,10,1>,
<92,10,2>,
<93,10,3>,
<94,10,4>,
<95,10,5>,
<96,10,6>,
<100,10,7>,
<101,11,1>,
<102,11,2>,
<103,11,3>,
<104,11,4>,
<105,11,5>,
<106,11,6>,
<109,11,7>,
<111,12,1>,
<112,12,2>,
<113,12,3>,
<114,12,4>,
<115,12,5>,
<116,12,6>,
<118,12,7>,
<120,12,8>
 };
Modes = { 
<1,1,5,2>,
<1,1,5,3>,
<1,1,5,5>,
<1,1,5,6>,
<1,2,5,2>,
<1,2,5,3>,
<1,2,5,5>,
