//First Small Instance: 
Params = <20,8,15,9,1>;
Workers = { 
<1,3>,
<2,5>,
<3,4>,
<4,2>,
<5,3>,
<6,2>,
<7,1>,
<8,6>,
<9,7>
};
Ops = { 
<1,1,1>,
<2,1,2>,
<3,1,3>,
<4,1,4>,
<5,1,5>,
<6,1,6>,
<7,1,7>,
<8,1,8>,
<9,1,9>,
<11,1,10>,
<13,1,11>,
<14,1,12>,
<15,1,13>,
<16,1,14>,
<17,2,1>,
<18,2,2>,
<19,2,3>,
<20,2,4>,
<21,2,5>,
<22,2,6>,
<23,2,7>,
<24,2,8>,
<25,2,9>,
<27,2,10>,
<28,2,11>,
<29,2,12>,
<32,2,13>,
<33,3,1>,
<34,3,2>,
<35,3,3>,
<36,3,4>,
<37,3,5>,
<38,3,6>,
<39,3,7>,
<40,3,8>,
<41,3,9>,
<42,3,10>,
<43,3,11>,
<47,3,12>,
<48,3,13>,
<49,4,1>,
<50,4,2>,
<51,4,3>,
<52,4,4>,
<53,4,5>,
<54,4,6>,
<55,4,7>,
<56,4,8>,
<57,4,9>,
<58,4,10>,
<60,4,11>,
<62,4,12>,
<65,5,1>,
<66,5,2>,
<67,5,3>,
<68,5,4>,
<69,5,5>,
<70,5,6>,
<71,5,7>,
<72,5,8>,
<73,5,9>,
<74,5,10>,
<75,5,11>,
<76,5,12>,
<77,5,13>,
<78,5,14>,
<81,6,1>,
<82,6,2>,
<83,6,3>,
<84,6,4>,
<85,6,5>,
<86,6,6>,
<87,6,7>,
<88,6,8>,
<89,6,9>,
<90,6,10>,
<93,6,11>,
<95,6,12>,
<97,7,1>,
<98,7,2>,
<99,7,3>,
<100,7,4>,
<101,7,5>,
<102,7,6>,
<103,7,7>,
<104,7,8>,
<105,7,9>,
<112,7,10>,
<113,8,1>,
<114,8,2>,
<115,8,3>,
<116,8,4>,
<117,8,5>,
<118,8,6>,
<119,8,7>,
<120,8,8>,
<121,8,9>,
<122,8,10>,
<123,8,11>,
<124,8,12>,
