//First Small Instance: 
Params = <16,6,10,6,2>;
Workers = { 
<1,2>,
<2,4>,
<3,2>,
<4,2>,
<5,3>,
<6,3>
};
Ops = { 
<1,1,1>,
<2,1,2>,
<3,1,3>,
<4,1,4>,
<5,1,5>,
<6,1,6>,
<7,1,7>,
<10,1,8>,
<11,1,9>,
<12,1,10>,
<14,1,11>,
<15,1,12>,
<17,1,13>,
<18,1,14>,
<19,2,1>,
<20,2,2>,
<21,2,3>,
<22,2,4>,
<23,2,5>,
<24,2,6>,
<25,2,7>,
<26,2,8>,
<30,2,9>,
<33,2,10>,
<34,2,11>,
<35,2,12>,
<37,3,1>,
<38,3,2>,
<39,3,3>,
<40,3,4>,
<41,3,5>,
<42,3,6>,
<43,3,7>,
<44,3,8>,
<45,3,9>,
<47,3,10>,
<50,3,11>,
<52,3,12>,
<53,3,13>,
<55,4,1>,
<56,4,2>,
<57,4,3>,
<58,4,4>,
<59,4,5>,
<60,4,6>,
<61,4,7>,
<62,4,8>,
<64,4,9>,
<65,4,10>,
<67,4,11>,
<68,4,12>,
<69,4,13>,
<70,4,14>,
<71,4,15>,
<73,5,1>,
<74,5,2>,
<75,5,3>,
<76,5,4>,
<77,5,5>,
<78,5,6>,
<79,5,7>,
<82,5,8>,
<88,5,9>,
<89,5,10>,
<90,5,11>,
<91,6,1>,
<92,6,2>,
<93,6,3>,
<94,6,4>,
<95,6,5>,
<96,6,6>,
<97,6,7>,
<98,6,8>,
<100,6,9>,
<103,6,10>,
<104,6,11>,
<105,6,12>,
<109,7,1>,
<110,7,2>,
<111,7,3>,
<112,7,4>,
<113,7,5>,
<114,7,6>,
<115,7,7>,
<116,7,8>,
<117,7,9>,
<121,7,10>,
<122,7,11>,
<123,7,12>,
<125,7,13>,
<126,7,14>,
<127,8,1>,
<128,8,2>,
<129,8,3>,
<130,8,4>,
<131,8,5>,
<132,8,6>,
<133,8,7>,
<135,8,8>,
<138,8,9>,
<140,8,10>,
<145,9,1>,
<146,9,2>,
