//First Small Instance: 
Params = <14,7,12,8,2>;
Workers = { 
<1,1>,
<2,4>,
<3,2>,
<4,2>,
<5,5>,
<6,1>,
<7,4>,
<8,2>
};
Ops = { 
<1,1,1>,
<2,1,2>,
<3,1,3>,
<4,1,4>,
<5,1,5>,
<6,1,6>,
<7,1,7>,
<8,1,8>,
<9,1,9>,
<14,1,10>,
<15,1,11>,
<22,2,1>,
<23,2,2>,
<24,2,3>,
<25,2,4>,
<26,2,5>,
<27,2,6>,
<28,2,7>,
<29,2,8>,
<32,2,9>,
<35,2,10>,
<36,2,11>,
<40,2,12>,
<42,2,13>,
<43,3,1>,
<44,3,2>,
<45,3,3>,
<46,3,4>,
<47,3,5>,
<48,3,6>,
<49,3,7>,
<50,3,8>,
<51,3,9>,
<53,3,10>,
<55,3,11>,
<56,3,12>,
<62,3,13>,
<63,3,14>,
<64,4,1>,
<65,4,2>,
<66,4,3>,
<67,4,4>,
<68,4,5>,
<69,4,6>,
<70,4,7>,
<71,4,8>,
<72,4,9>,
<76,4,10>,
<77,4,11>,
<78,4,12>,
<79,4,13>,
<80,4,14>,
<81,4,15>,
<83,4,16>,
<84,4,17>,
<85,5,1>,
<86,5,2>,
<87,5,3>,
<88,5,4>,
<89,5,5>,
<90,5,6>,
<91,5,7>,
<92,5,8>,
<93,5,9>,
<95,5,10>,
<98,5,11>,
<100,5,12>,
<102,5,13>,
<103,5,14>,
<106,6,1>,
<107,6,2>,
<108,6,3>,
<109,6,4>,
<110,6,5>,
<111,6,6>,
<112,6,7>,
<113,6,8>,
<118,6,9>,
<123,6,10>,
<126,6,11>,
<127,7,1>,
<128,7,2>,
<129,7,3>,
<130,7,4>,
<131,7,5>,
<132,7,6>,
<133,7,7>,
<134,7,8>,
<135,7,9>,
<136,7,10>,
<140,7,11>,
<141,7,12>,
<142,7,13>,
<143,7,14>,
<144,7,15>,
<147,7,16>,
<148,8,1>,
<149,8,2>,
<150,8,3>,
<151,8,4>,
<152,8,5>,
