//First Small Instance: 
Params = <15,7,13,8,2>;
Workers = { 
<1,3>,
<2,4>,
<3,6>,
<4,3>,
<5,2>,
<6,3>,
<7,4>,
<8,3>
};
Ops = { 
<1,1,1>,
<2,1,2>,
<3,1,3>,
<4,1,4>,
<5,1,5>,
<6,1,6>,
<7,1,7>,
<8,1,8>,
<20,1,9>,
<22,2,1>,
<23,2,2>,
<24,2,3>,
<25,2,4>,
<26,2,5>,
<27,2,6>,
<28,2,7>,
<29,2,8>,
<31,2,9>,
<32,2,10>,
<34,2,11>,
<35,2,12>,
<38,2,13>,
<39,2,14>,
<41,2,15>,
<43,3,1>,
<44,3,2>,
<45,3,3>,
<46,3,4>,
<47,3,5>,
<48,3,6>,
<49,3,7>,
<50,3,8>,
<51,3,9>,
<55,3,10>,
<56,3,11>,
<61,3,12>,
<64,4,1>,
<65,4,2>,
<66,4,3>,
<67,4,4>,
<68,4,5>,
<69,4,6>,
<70,4,7>,
<71,4,8>,
<73,4,9>,
<76,4,10>,
<78,4,11>,
<79,4,12>,
<81,4,13>,
<83,4,14>,
<84,4,15>,
<85,5,1>,
<86,5,2>,
<87,5,3>,
<88,5,4>,
<89,5,5>,
<90,5,6>,
<91,5,7>,
<92,5,8>,
<94,5,9>,
<95,5,10>,
<96,5,11>,
<97,5,12>,
<98,5,13>,
<102,5,14>,
<106,6,1>,
<107,6,2>,
<108,6,3>,
<109,6,4>,
<110,6,5>,
<111,6,6>,
<112,6,7>,
<113,6,8>,
<114,6,9>,
<118,6,10>,
<119,6,11>,
<121,6,12>,
<123,6,13>,
<126,6,14>,
<127,7,1>,
<128,7,2>,
<129,7,3>,
<130,7,4>,
<131,7,5>,
<132,7,6>,
<133,7,7>,
<134,7,8>,
<136,7,9>,
<137,7,10>,
<138,7,11>,
<139,7,12>,
<142,7,13>,
<146,7,14>,
<147,7,15>,
<148,8,1>,
<149,8,2>,
<150,8,3>,
<151,8,4>,
<152,8,5>,
<153,8,6>,
<154,8,7>,
