//First Small Instance: 
Params = <11,5,9,6,2>;
Workers = { 
<1,0>,
<2,2>,
<3,3>,
<4,1>,
<5,2>,
<6,2>
};
Ops = { 
<1,1,1>,
<2,1,2>,
<3,1,3>,
<4,1,4>,
<5,1,5>,
<6,1,6>,
<7,1,7>,
<8,1,8>,
<10,1,9>,
<11,1,10>,
<12,1,11>,
<13,1,12>,
<14,1,13>,
<15,1,14>,
<16,2,1>,
<17,2,2>,
<18,2,3>,
<19,2,4>,
<20,2,5>,
<21,2,6>,
<22,2,7>,
<23,2,8>,
<24,2,9>,
<27,2,10>,
<28,2,11>,
<31,3,1>,
<32,3,2>,
<33,3,3>,
<34,3,4>,
<35,3,5>,
<36,3,6>,
<41,3,7>,
<42,3,8>,
<43,3,9>,
<44,3,10>,
<45,3,11>,
<46,4,1>,
<47,4,2>,
<48,4,3>,
<49,4,4>,
<50,4,5>,
<51,4,6>,
<55,4,7>,
<56,4,8>,
<57,4,9>,
<58,4,10>,
<59,4,11>,
<61,5,1>,
<62,5,2>,
<63,5,3>,
<64,5,4>,
<65,5,5>,
<66,5,6>,
<70,5,7>,
<73,5,8>,
<74,5,9>,
<75,5,10>,
<76,6,1>,
<77,6,2>,
<78,6,3>,
<79,6,4>,
<80,6,5>,
<81,6,6>,
<82,6,7>,
<84,6,8>,
<85,6,9>,
<87,6,10>,
<88,6,11>,
<89,6,12>,
<90,6,13>,
<91,7,1>,
<92,7,2>,
<93,7,3>,
<94,7,4>,
<95,7,5>,
<96,7,6>,
<100,7,7>,
<102,7,8>,
<103,7,9>,
<105,7,10>,
<106,8,1>,
<107,8,2>,
<108,8,3>,
<109,8,4>,
<110,8,5>,
<111,8,6>,
<113,8,7>,
<114,8,8>,
<117,8,9>,
<118,8,10>,
<120,8,11>,
<121,9,1>,
<122,9,2>,
<123,9,3>,
<124,9,4>,
<125,9,5>,
<126,9,6>,
<127,9,7>,
<129,9,8>,
<130,9,9>,
<132,9,10>,
<133,9,11>,
<135,9,12>,
